Restaurant Name,City,Cost for two,Currency,Price range,Rating,Rating text,Votes
Woks - The Lalit New Delhi,New Delhi,4500,Indian Rupee,4,3.6,Good,62
Spice Court - Hotel Maurya,Patna,1600,Indian Rupee,4,3.7,Good,43
Prego - The Westin Gurgaon,Gurgaon,3000,Indian Rupee,4,3.8,Good,390
Lord of the Drinks Chamber,New Delhi,2200,Indian Rupee,4,3.9,Good,404
Jamavar - The Leela Palace,New Delhi,4000,Indian Rupee,4,3.9,Good,241
The Square - Hotel Novotel,Vizag,1700,Indian Rupee,4,4.1,Very Good,125
Varq - The Taj Mahal Hotel,New Delhi,4500,Indian Rupee,4,4.2,Very Good,541
Kebabsville - Sayaji Hotel,Bhopal,1800,Indian Rupee,4,4.3,Very Good,128
Charley Noble Eatery & Bar,Wellington City,110,NewZealand($),4,4.3,Very Good,141
Spice - The Indian Kitchen,Pretoria,320,Rand(R),4,4.3,Very Good,43
Henry Campbell's Steakhouse,Albany,70,Dollar($),4,3.5,Good,51
Opium Bar - Hotel City Park,New Delhi,2000,Indian Rupee,4,2.8,Average,19
Chidya Ghar - Roseate House,New Delhi,3700,Indian Rupee,4,2.9,Average,4
The Epicure - Fraser Suites,New Delhi,2000,Indian Rupee,4,3.1,Average,80
Zaffran - The Bristol Hotel,Gurgaon,2000,Indian Rupee,4,3.2,Average,52
Lobby Lounge - Crowne Plaza,New Delhi,2000,Indian Rupee,4,3.2,Average,12
Palmyra - The Bristol Hotel,Gurgaon,2500,Indian Rupee,4,3.3,Average,57
Melange - The Pllazio Hotel,Gurgaon,2500,Indian Rupee,4,3.6,Good,94
Polo Lounge - Hyatt Regency,New Delhi,2500,Indian Rupee,4,3.6,Good,49
Larry's China - Taj Vivanta,New Delhi,3200,Indian Rupee,4,3.7,Good,147
Spring - Radisson Blu Plaza,Mysore,1700,Indian Rupee,4,3.8,Good,162
FIO Country Kitchen and Bar,New Delhi,3300,Indian Rupee,4,4.2,Very Good,1561
Lakhori - Haveli Dharampura,New Delhi,3000,Indian Rupee,4,4.4,Very Good,305
Hippopotamus - Museum Hotel,Wellington City,200,NewZealand($),4,4.4,Very Good,125
Depot Eatery and Oyster Bar,Auckland,90,NewZealand($),4,4.8,Excellent,598
London Eye - The Open Lounge,New Delhi,2000,Indian Rupee,4,0,Not rated,0
Stallion - Pride Plaza Hotel,New Delhi,2500,Indian Rupee,4,3.1,Average,7
New Town Lounge - Park Plaza,Noida,2000,Indian Rupee,4,3.2,Average,32
San Gimignano - The Imperial,New Delhi,5000,Indian Rupee,4,3.7,Good,104
Dawat-e-Nawab - Radisson Blu,Agra,3600,Indian Rupee,4,3.8,Good,46
Le Cirque - The Leela Palace,New Delhi,5000,Indian Rupee,4,3.8,Good,199
Machan - The Taj Mahal Hotel,New Delhi,5000,Indian Rupee,4,3.9,Good,696
Eau De Monsoon - Le Meridien,New Delhi,4500,Indian Rupee,4,4,Very Good,189
Lodi - The Garden Restaurant,New Delhi,2600,Indian Rupee,4,4.2,Very Good,2549
De Fontein Belgian Beer Cafe,Auckland,100,NewZealand($),4,2.3,Poor,402
The Food Hall by Todd English,Taguig City,1800,Botswana Pula(P),4,4.5,Excellent,618
Kahill's Steak-Fish Chophouse,Sioux City,70,Dollar($),4,3.5,Good,58
Tresind - Nassima Royal Hotel,Dubai,500,Emirati Diram(AED),4,4.9,Excellent,1352
Connexions Bar - Crowne Plaza,New Delhi,2500,Indian Rupee,4,3.5,Good,59
24/7 Bar- The Lalit New Delhi,New Delhi,3000,Indian Rupee,4,3.5,Good,45
Spicy Duck - Taj Palace Hotel,New Delhi,4000,Indian Rupee,4,3.5,Good,24
I-Kandy - Le Meridien Gurgaon,Gurgaon,4500,Indian Rupee,4,3.6,Good,218
Sampan - The Suryaa New Delhi,New Delhi,2500,Indian Rupee,4,3.7,Good,111
Diva - The Italian Restaurant,New Delhi,2500,Indian Rupee,4,3.8,Good,372
Chor Bizarre - Hotel Broadway,New Delhi,2000,Indian Rupee,4,3.9,Good,295
Baluchi - The Lalit New Delhi,New Delhi,4500,Indian Rupee,4,3.9,Good,265
China Kitchen - Hyatt Regency,New Delhi,4500,Indian Rupee,4,4,Very Good,424
Empress of China - Eros Hotel,New Delhi,4800,Indian Rupee,4,4.2,Very Good,119
Kitchen At 95 - Hyatt Regency,Ludhiana,2000,Indian Rupee,4,4.3,Very Good,87
Underdoggs Sports Bar & Grill,Guwahati,1650,Indian Rupee,4,4.4,Very Good,222
Zolocrust - Hotel Clarks Amer,Jaipur,2000,Indian Rupee,4,4.9,Excellent,322
Coral - InterContinental Doha,Doha,500,Qatari Rial(QR),4,3.7,Good,58
Aqua Grill - Pride Plaza Hotel,New Delhi,3000,Indian Rupee,4,0,Not rated,0
Orchid - Fortune Select Global,Gurgaon,2500,Indian Rupee,4,2.6,Average,20
Cascades - The Grand New Delhi,New Delhi,3200,Indian Rupee,4,3.6,Good,97
Club BW - The Suryaa New Delhi,New Delhi,4400,Indian Rupee,4,3.6,Good,90
The Library - The Leela Palace,New Delhi,3500,Indian Rupee,4,3.7,Good,59
Kitty Su - The Lalit New Delhi,New Delhi,5000,Indian Rupee,4,3.7,Good,747
Bay of Buddha -  The Promenade,Puducherry,1500,Indian Rupee,4,3.8,Good,189
Waterside - The Landmark Hotel,Kanpur,3000,Indian Rupee,4,3.9,Good,113
Royal Dine - Hotel Royal Cliff,Kanpur,1500,Indian Rupee,4,4,Very Good,54
Thai Pavilion - Vivanta By Taj,Gurgaon,4000,Indian Rupee,4,4,Very Good,219
The Spice Route - The Imperial,New Delhi,6000,Indian Rupee,4,4,Very Good,259
NYC - Radisson Blu Plaza Delhi,New Delhi,3000,Indian Rupee,4,4.4,Very Good,315
Restaurant Mosaic @ The Orient,Pretoria,3210,Rand(R),4,4.9,Excellent,85
The Cavalry Bar - Maidens Hotel,New Delhi,2000,Indian Rupee,4,2.7,Average,17
The Curzon Room - Maidens Hotel,New Delhi,3200,Indian Rupee,4,3.4,Average,39
Gatsby Kitchen & Bar by Club BW,New Delhi,2100,Indian Rupee,4,3.5,Good,22
India Grill - Hilton Garden Inn,New Delhi,3000,Indian Rupee,4,3.6,Good,184
Ricks Bar - The Taj Mahal Hotel,New Delhi,4200,Indian Rupee,4,3.6,Good,64
Daniell's Tavern - The Imperial,New Delhi,4000,Indian Rupee,4,3.7,Good,59
Jasmine - Hotel The Royal Plaza,New Delhi,4000,Indian Rupee,4,3.7,Good,44
Yellow Brick Road - Taj Vivanta,New Delhi,2500,Indian Rupee,4,3.9,Good,821
Yellow Mirchi - Hotel City Park,New Delhi,2500,Indian Rupee,4,3.9,Good,259
Cho Gao - Crowne Plaza Abu Dhabi,Abu Dhabi,350,Emirati Diram(AED),4,4.4,Very Good,246
Onyx Bar - Hotel The Royal Plaza,New Delhi,2500,Indian Rupee,4,3,Average,19
Lutyen's - Hotel The Royal Plaza,New Delhi,3000,Indian Rupee,4,3.3,Average,95
Oval Bar - JW Marriott New Delhi,New Delhi,4500,Indian Rupee,4,3.3,Average,15
Eggspectation - Jaypee Siddharth,New Delhi,3000,Indian Rupee,4,3.5,Good,202
Marine Drivve - Club & Courtyard,New Delhi,2000,Indian Rupee,4,3.8,Good,52
L 14 - Renaissance Lucknow Hotel,Lucknow,2000,Indian Rupee,4,4.2,Very Good,149
Ninkasi Imperial Brews & Cookery,Gurgaon,3000,Indian Rupee,4,4.2,Very Good,77
Manhattan Brewery & Bar Exchange,Gurgaon,2000,Indian Rupee,4,4.6,Excellent,2093
The Fatty Bao - Asian Gastro Bar,Bangalore,2400,Indian Rupee,4,4.7,Excellent,2369
The Witchery & The Secret Garden,Edinburgh,100,Pounds,4,4.1,Very Good,200
Tapas - Jaypee Vasant Continental,New Delhi,3000,Indian Rupee,4,3.2,Average,24
Pukhtaan-The Royal Taste of India,Patna,1500,Indian Rupee,4,3.5,Good,32
Patang - The Revolving Restaurant,Ahmedabad,1800,Indian Rupee,4,3.7,Good,1315
Orient Express - Taj Palace Hotel,New Delhi,8000,Indian Rupee,4,4,Very Good,145
Tamra - Shangri-La's - Eros Hotel,New Delhi,3800,Indian Rupee,4,4.3,Very Good,400
Fortune Deli -  Fortune Inn Grazia,Noida,2000,Indian Rupee,4,3.2,Average,27
The Garden Terrace - Maidens Hotel,New Delhi,3000,Indian Rupee,4,3.3,Average,57
New Town Lounge & Bar - Park Plaza,Gurgaon,3000,Indian Rupee,4,3.4,Average,20
Grappa - Shangri-La's - Eros Hotel,New Delhi,3500,Indian Rupee,4,3.4,Average,27
Paatra - Jaypee Vasant Continental,New Delhi,2500,Indian Rupee,4,3.5,Good,79
Capital Kitchen - Taj Palace Hotel,New Delhi,2000,Indian Rupee,4,3.7,Good,42
Dakshin - Sheraton New Delhi Hotel,New Delhi,4000,Indian Rupee,4,4,Very Good,315
Bella Cucina - Le Meridien Gurgaon,Gurgaon,4000,Indian Rupee,4,4.1,Very Good,38
The Claridges Garden -The Claridges,New Delhi,2000,Indian Rupee,4,3.1,Average,5
Ano Tai - Jaypee Vasant Continental,New Delhi,2500,Indian Rupee,4,3.4,Average,64
Big Shot Bar - Country Inn & Suites,Gurgaon,2200,Indian Rupee,4,3.5,Good,32
The Lobby Lounge - The Leela Palace,New Delhi,2000,Indian Rupee,4,3.6,Good,32
House of Ming - The Taj Mahal Hotel,New Delhi,5500,Indian Rupee,4,4,Very Good,398
Arriba - Mexican Grill & Tequileria,New Delhi,2500,Indian Rupee,4,4.1,Very Good,146
Raglan Road Irish Pub and Restaurant,Orlando,50,Dollar($),4,4.3,Very Good,782
Coffee to Cocktail Bar - Hyatt Place,Gurgaon,2100,Indian Rupee,4,0,Not rated,0
The Grill Room - The Taj Mahal Hotel,New Delhi,5000,Indian Rupee,4,3.1,Average,15
Ira - The Waterside Bar - ITC Maurya,New Delhi,2000,Indian Rupee,4,3.2,Average,17
The Grill Room - The Lalit New Delhi,New Delhi,4500,Indian Rupee,4,3.4,Average,51
The Great Kabab Factory - Park Plaza,Gurgaon,3000,Indian Rupee,4,3.7,Good,340
Parikrama - The Revolving Restaurant,New Delhi,2400,Indian Rupee,4,3.8,Good,2689
Seasonal Tastes - The Westin Gurgaon,Gurgaon,3000,Indian Rupee,4,3.9,Good,394
T.K'S Oriental Grill - Hyatt Regency,New Delhi,4000,Indian Rupee,4,3.9,Good,290
Sorrento - Shangri-La's - Eros Hotel,New Delhi,5000,Indian Rupee,4,3.9,Good,66
Pan Asian - Sheraton New Delhi Hotel,New Delhi,3000,Indian Rupee,4,4.2,Very Good,327
Neung Roi - Radisson Blu Plaza Delhi,New Delhi,3000,Indian Rupee,4,4.5,Excellent,295
The Butler & The Chef - Jaypee Greens,Noida,2200,Indian Rupee,4,0,Not rated,1
The Food Store - DoubleTree by Hilton,Gurgaon,3000,Indian Rupee,4,3.6,Good,58
24/7 Restaurant - The Lalit New Delhi,New Delhi,5100,Indian Rupee,4,3.7,Good,419
Mori's Japanese Steakhouse & Sushi Bar,Valdosta,70,Dollar($),4,3.5,Good,208
Shang Palace - Shangri-La's Eros Hotel,New Delhi,5000,Indian Rupee,4,3.7,Good,65
Emperor's Lounge - The Taj Mahal Hotel,New Delhi,2500,Indian Rupee,4,3.8,Good,79
Courtyard Grill - Courtyard by Marriott,Gurgaon,2500,Indian Rupee,4,0,Not rated,3
Savannah Bar - Radisson Blu Plaza Delhi,New Delhi,2500,Indian Rupee,4,3.3,Average,24
Mister Chai - Shangri-La's - Eros Hotel,New Delhi,2000,Indian Rupee,4,4.1,Very Good,68
The French by Simon Rogan - The Midland,Manchester,160,Pounds,4,4.3,Very Good,114
Spiral - Sofitel Philippine Plaza Manila,Pasay City,6000,Botswana Pula(P),4,4.9,Excellent,621
The Great Kabab Factory - Radisson Hotel,Varanasi,1100,Indian Rupee,4,3.3,Average,67
Xiao Chi - The Westin Sohna Resort & Spa,Gurgaon,3000,Indian Rupee,4,3.4,Average,22
Wasabi by Morimoto - The Taj Mahal Hotel,New Delhi,6000,Indian Rupee,4,3.9,Good,183
Tian - Asian Cuisine Studio - ITC Maurya,New Delhi,7000,Indian Rupee,4,4.1,Very Good,188
Sabai Thai - The Westin Doha Hotel & Spa,Doha,445,Qatari Rial(QR),4,4.3,Very Good,73
Shanghai Bar & Lounge - The Bristol Hotel,Gurgaon,2400,Indian Rupee,4,3,Average,17
Eggspectation - Jaypee Vasant Continental,New Delhi,3000,Indian Rupee,4,3.6,Good,162
The Creative Kitchen - Radisson Blu Hotel,Indore,2000,Indian Rupee,4,3.8,Good,209
Delhi Pavilion - Sheraton New Delhi Hotel,New Delhi,3000,Indian Rupee,4,4,Very Good,160
Nostalgia at 1911 Brasserie - The Imperial,New Delhi,6000,Indian Rupee,4,3.2,Average,12
Atrium Bar  & Lounge - The Suryaa New Delhi,New Delhi,3000,Indian Rupee,4,3.1,Average,26
Spiritual Bar & Lounge-DoubleTree by Hilton,Gurgaon,2000,Indian Rupee,4,3.4,Average,52
India on my Plate - Fortune Select Excalibur,Gurgaon,2000,Indian Rupee,4,4,Very Good,111
Mei Kun - The Leela Ambience Convention Hotel,New Delhi,3500,Indian Rupee,4,3.6,Good,42
Downtown Kitchen & Bar - Courtyard by Marriott,Gurgaon,2700,Indian Rupee,4,3.2,Average,6
SKY Lounge Bar & Grill - Hotel The Royal Plaza,New Delhi,2500,Indian Rupee,4,3.4,Average,265
Dilli 32 - The Leela Ambience Convention Hotel,New Delhi,3500,Indian Rupee,4,4,Very Good,184
Lord William Tea Lounge - Hotel The Royal Plaza,New Delhi,2500,Indian Rupee,4,3.6,Good,38
The Living Room - The Westin Sohna Resort & Spa,Gurgaon,3000,Indian Rupee,4,3.7,Good,45
Cherry Bar - The Leela Ambience Convention Hotel,New Delhi,2650,Indian Rupee,4,3.6,Good,48
The Great Kabab Factory - Radisson Blu Plaza Delhi,New Delhi,3000,Indian Rupee,4,4.2,Very Good,532
Monarch Restaurant - Holiday Inn Jaipur City Centre,Jaipur,2300,Indian Rupee,4,4.5,Excellent,420
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,Jaipur,2500,Indian Rupee,4,4.3,Very Good,308
Madhuban Restaurant - Welcome Hotel Rama International,Aurangabad,1800,Indian Rupee,4,3.4,Average,94
RPM,New Delhi,1800,Indian Rupee,3,2.4,Poor,92
Red,Gurgaon,1200,Indian Rupee,3,3,Average,57
KFC,Allahabad,500,Indian Rupee,3,3.4,Average,58
IZU,Gurgaon,1100,Indian Rupee,3,3.4,Average,129
1UP,New Delhi,1200,Indian Rupee,3,3.5,Good,282
Zen,New Delhi,1500,Indian Rupee,3,3.5,Good,1027
Zai,New Delhi,1550,Indian Rupee,3,3.8,Good,302
RDX,New Delhi,1000,Indian Rupee,3,3.9,Good,223
WTF,Jaipur,1000,Indian Rupee,3,4,Very Good,212
Ziu,New Delhi,1500,Indian Rupee,3,4.1,Very Good,259
FSB,Nagpur,1100,Indian Rupee,3,4.3,Very Good,270
Bibi,Rio de Janeiro,60,Brazilian Real(R$),3,4.7,Excellent,24
Datz,Tampa Bay,40,Dollar($),3,4.7,Excellent,3074
Salt,Abu Dhabi,100,Emirati Diram(AED),3,4.2,Very Good,228
SALT,Dubai,100,Emirati Diram(AED),3,4.3,Very Good,1351
Ikko,New Delhi,1650,Indian Rupee,3,2.9,Average,10
Kaza,Gurgaon,1000,Indian Rupee,3,3.1,Average,25
24x7,New Delhi,1200,Indian Rupee,3,3.1,Average,18
MB's,New Delhi,1600,Indian Rupee,3,3.1,Average,128
Icon,New Delhi,1000,Indian Rupee,3,3.2,Average,18
KYRO,Indore,1300,Indian Rupee,3,3.7,Good,238
PKay,Gurgaon,1600,Indian Rupee,3,3.7,Good,28
Zizo,Noida,1600,Indian Rupee,3,3.8,Good,67
Hoot,Bangalore,1400,Indian Rupee,3,3.9,Good,405
Zizo,Gurgaon,1600,Indian Rupee,3,3.9,Good,233
Veda,New Delhi,1600,Indian Rupee,3,3.9,Good,1087
Zizo,New Delhi,1600,Indian Rupee,3,3.9,Good,1071
Druk,New Delhi,1000,Indian Rupee,3,4.1,Very Good,22
OJJU,Jakarta,200000,Indonesian Rupiah(IDR),3,3.9,Good,137
Skye,Jakarta,800000,Indonesian Rupiah(IDR),3,4.1,Very Good,1498
Bank,Birmingham,60,Pounds,3,4,Very Good,133
Roka,London,60,Pounds,3,4.6,Excellent,436
Graze,Cedar Rapids/Iowa City,40,Dollar($),3,3.8,Good,220
Osaka,Davenport,40,Dollar($),3,4.2,Very Good,141
Ohana,Orlando,45,Dollar($),3,4.5,Excellent,1151
Kamat,Sharjah,85,Emirati Diram(AED),3,3.9,Good,285
TcozY,Faridabad,1500,Indian Rupee,3,0,Not rated,0
Cinch,Ghaziabad,1500,Indian Rupee,3,2.6,Average,92
Amber,New Delhi,1800,Indian Rupee,3,2.6,Average,152
Tokyo,Gurgaon,1600,Indian Rupee,3,3,Average,10
Xiian,Noida,1400,Indian Rupee,3,3.4,Average,286
Masha,New Delhi,1200,Indian Rupee,3,3.5,Good,384
Waves,New Delhi,1500,Indian Rupee,3,3.5,Good,141
Nooba,Gurgaon,1500,Indian Rupee,3,3.6,Good,148
Prana,Ranchi,1000,Indian Rupee,3,3.7,Good,81
Blues,New Delhi,1100,Indian Rupee,3,3.7,Good,706
Dhaba,New Delhi,1100,Indian Rupee,3,3.7,Good,662
Tadka,Kanpur,1000,Indian Rupee,3,3.8,Good,97
Pindi,New Delhi,1700,Indian Rupee,3,3.8,Good,337
Mocha,Nagpur,750,Indian Rupee,3,4,Very Good,284
Mocha,Indore,800,Indian Rupee,3,4,Very Good,341
Mocha,Chandigarh,1400,Indian Rupee,3,4,Very Good,428
Quaff,Gurgaon,1750,Indian Rupee,3,4.1,Very Good,353
Mocha,Ahmedabad,1000,Indian Rupee,3,4.4,Very Good,944
Mocha,Guwahati,800,Indian Rupee,3,4.6,Excellent,394
Mocha,Lucknow,800,Indian Rupee,3,4.6,Excellent,567
MONKS,Jakarta,250000,Indonesian Rupiah(IDR),3,4.2,Very Good,259
Zenbu,Jakarta,200000,Indonesian Rupiah(IDR),3,4.4,Very Good,841
Milse,Auckland,50,NewZealand($),3,4.9,Excellent,754
Sakura,Waterloo,40,Dollar($),3,3.8,Good,175
Django,Des Moines,40,Dollar($),3,4.3,Very Good,532
Kimo's,Rest of Hawaii,40,Dollar($),3,4.3,Very Good,707
Centro,Des Moines,40,Dollar($),3,4.5,Excellent,1109
Gazebo,Abu Dhabi,120,Emirati Diram(AED),3,4,Very Good,355
Angaar,Faridabad,1200,Indian Rupee,3,0,Not rated,0
Silver,Faridabad,1500,Indian Rupee,3,0,Not rated,3
D'Casa,New Delhi,1100,Indian Rupee,3,2.7,Average,63
Tripti,New Delhi,1000,Indian Rupee,3,3.1,Average,16
Habibi,New Delhi,1800,Indian Rupee,3,3.1,Average,134
Haowin,New Delhi,1100,Indian Rupee,3,3.2,Average,88
Utopia,New Delhi,1500,Indian Rupee,3,3.2,Average,286
Mirror,New Delhi,1250,Indian Rupee,3,3.3,Average,131
Tamura,New Delhi,1500,Indian Rupee,3,3.3,Average,19
Dewsis,Allahabad,600,Indian Rupee,3,3.4,Average,99
Plan B,Gurgaon,1000,Indian Rupee,3,3.4,Average,132
Fitoor,New Delhi,1350,Indian Rupee,3,3.5,Good,140
Uforia,Gurgaon,1500,Indian Rupee,3,3.5,Good,240
G Thal,Agra,800,Indian Rupee,3,3.6,Good,59
Root'd,New Delhi,1000,Indian Rupee,3,3.7,Good,18
Moksha,New Delhi,1400,Indian Rupee,3,3.7,Good,110
TukTuk,New Delhi,1000,Indian Rupee,3,3.8,Good,24
Circus,Gurgaon,1250,Indian Rupee,3,3.9,Good,230
La Vie,New Delhi,1400,Indian Rupee,3,3.9,Good,454
Dimcha,New Delhi,1500,Indian Rupee,3,3.9,Good,145
Taksim,New Delhi,1500,Indian Rupee,3,3.9,Good,188
Amalfi,New Delhi,1800,Indian Rupee,3,3.9,Good,484
Liquid,Kanpur,1000,Indian Rupee,3,4,Very Good,24
Meraki,Vadodara,1200,Indian Rupee,3,4,Very Good,93
Circus,New Delhi,1300,Indian Rupee,3,4,Very Good,489
Zambar,Gurgaon,1400,Indian Rupee,3,4,Very Good,802
Kofuku,New Delhi,1500,Indian Rupee,3,4,Very Good,46
@Mango,Ahmedabad,800,Indian Rupee,3,4.1,Very Good,769
Apache,Pune,1000,Indian Rupee,3,4.1,Very Good,377
Ek Bar,New Delhi,1700,Indian Rupee,3,4.1,Very Good,242
Maplai,Chennai,1000,Indian Rupee,3,4.2,Very Good,1714
Bunker,Gurgaon,1300,Indian Rupee,3,4.2,Very Good,248
Diggin,New Delhi,1400,Indian Rupee,3,4.2,Very Good,2131
Replay,Jaipur,1500,Indian Rupee,3,4.3,Very Good,1121
Locale,New Delhi,1400,Indian Rupee,3,4.4,Very Good,317
Gulati,New Delhi,1500,Indian Rupee,3,4.4,Very Good,4373
Teacup,Manchester,45,Pounds,3,4.1,Very Good,98
Bodega,Birmingham,40,Pounds,3,4.6,Excellent,100
Solita,Manchester,50,Pounds,3,4.9,Excellent,162
Perron,Sandton,250,Rand(R),3,4.2,Very Good,581
Montage,Waterloo,40,Dollar($),3,3.6,Good,89
Tucanos,Boise,40,Dollar($),3,4,Very Good,435
Devotay,Cedar Rapids/Iowa City,40,Dollar($),3,4,Very Good,380
Saffron,Sharjah,90,Emirati Diram(AED),3,4.1,Very Good,192
Karim's,New Delhi,1000,Indian Rupee,3,0,Not rated,1
Nando's,New Delhi,1200,Indian Rupee,3,0,Not rated,3
Cuisine,New Delhi,1500,Indian Rupee,3,0,Not rated,1
Gravity,Noida,1000,Indian Rupee,3,2.6,Average,192
Cheenos,Noida,1500,Indian Rupee,3,2.6,Average,521
Karim's,Gurgaon,1000,Indian Rupee,3,2.8,Average,261
Empress,Gurgaon,1000,Indian Rupee,3,2.9,Average,5
Barichi,New Delhi,1000,Indian Rupee,3,2.9,Average,11
Yu Turn,Noida,1000,Indian Rupee,3,2.9,Average,43
Asia 21,New Delhi,1800,Indian Rupee,3,2.9,Average,48
Bao Cha,New Delhi,1000,Indian Rupee,3,3,Average,90
Turn Up,New Delhi,1200,Indian Rupee,3,3,Average,6
Chinois,New Delhi,1500,Indian Rupee,3,3,Average,7
Berco's,New Delhi,1100,Indian Rupee,3,3.1,Average,5
Berco's,Noida,1100,Indian Rupee,3,3.1,Average,9
Riviera,New Delhi,1000,Indian Rupee,3,3.2,Average,8
Komachi,Gurgaon,1200,Indian Rupee,3,3.2,Average,39
Chungwa,New Delhi,1100,Indian Rupee,3,3.3,Average,489
Karim's,Noida,1200,Indian Rupee,3,3.3,Average,446
Kabooze,New Delhi,1900,Indian Rupee,3,3.3,Average,148
Outback,Gurgaon,1000,Indian Rupee,3,3.4,Average,106
Rumours,New Delhi,1000,Indian Rupee,3,3.4,Average,232
Tughlaq,Gurgaon,1000,Indian Rupee,3,3.5,Good,351
Mocambo,Kolkata,1050,Indian Rupee,3,3.5,Good,4464
Daitchi,New Delhi,1100,Indian Rupee,3,3.5,Good,273
Phantom,Gurgaon,1500,Indian Rupee,3,3.5,Good,55
Swagath,New Delhi,1500,Indian Rupee,3,3.5,Good,198
Italize,Puducherry,600,Indian Rupee,3,3.6,Good,97
Khidmat,New Delhi,1300,Indian Rupee,3,3.6,Good,372
Di Miso,Gurgaon,1500,Indian Rupee,3,3.6,Good,38
Swagath,Gurgaon,1500,Indian Rupee,3,3.6,Good,289
Nanking,New Delhi,1500,Indian Rupee,3,3.6,Good,361
Swagath,Noida,1500,Indian Rupee,3,3.6,Good,415
Tamasha,New Delhi,1600,Indian Rupee,3,3.7,Good,1801
TBistro,Dehradun,550,Indian Rupee,3,3.8,Good,230
Berco's,Faridabad,1100,Indian Rupee,3,3.8,Good,508
Nando's,Ludhiana,1200,Indian Rupee,3,3.8,Good,156
Le ROFL,New Delhi,1200,Indian Rupee,3,3.8,Good,177
Cha-Shi,New Delhi,1500,Indian Rupee,3,3.8,Good,118
Elation,New Delhi,1500,Indian Rupee,3,3.8,Good,227
Maquina,New Delhi,1800,Indian Rupee,3,3.8,Good,567
Anandam,Dehradun,650,Indian Rupee,3,3.9,Good,141
Ichiban,New Delhi,1200,Indian Rupee,3,3.9,Good,768
Kuuraku,Gurgaon,1250,Indian Rupee,3,3.9,Good,106
Smaaash,Gurgaon,1400,Indian Rupee,3,3.9,Good,622
Bar Bar,Lucknow,1000,Indian Rupee,3,4,Very Good,79
Nando's,Gurgaon,1200,Indian Rupee,3,4,Very Good,1730
Vidorra,Indore,1200,Indian Rupee,3,4,Very Good,404
R' ADDA,Mumbai,1200,Indian Rupee,3,4,Very Good,536
Fa Yian,New Delhi,1200,Indian Rupee,3,4,Very Good,412
Sinciti,New Delhi,1200,Indian Rupee,3,4,Very Good,277
Smaaash,Noida,1350,Indian Rupee,3,4,Very Good,121
Chateau,New Delhi,1600,Indian Rupee,3,4,Very Good,40
Machali,Mangalore,800,Indian Rupee,3,4.1,Very Good,245
Djinggs,Gurgaon,1500,Indian Rupee,3,4.1,Very Good,105
Zaffran,Gurgaon,1600,Indian Rupee,3,4.1,Very Good,229
Depot48,New Delhi,1800,Indian Rupee,3,4.2,Very Good,107
Madaari,New Delhi,1200,Indian Rupee,3,4.3,Very Good,113
Chili's,Chandigarh,1400,Indian Rupee,3,4.3,Very Good,970
Exotica,Hyderabad,1500,Indian Rupee,3,4.3,Very Good,3374
HotMess,New Delhi,1900,Indian Rupee,3,4.3,Very Good,1129
Chili's,Pune,1800,Indian Rupee,3,4.5,Excellent,1439
Dudleys,Gurgaon,1000,Indian Rupee,3,4.6,Excellent,150
Pier 38,Gurgaon,1200,Indian Rupee,3,4.6,Excellent,177
Chili's,Hyderabad,1800,Indian Rupee,3,4.6,Excellent,2553
Chili's,Chennai,1700,Indian Rupee,3,4.8,Excellent,1262
Onokabe,Tangerang,300000,Indonesian Rupiah(IDR),3,3.7,Good,155
Frasers,Auckland,60,NewZealand($),3,4,Very Good,381
Orleans,Auckland,65,NewZealand($),3,4.1,Very Good,431
Fidel's,Wellington City,50,NewZealand($),3,4.4,Very Good,242
Dishoom,London,55,Pounds,3,4.5,Excellent,305
Salushi,Cape Town,250,Rand(R),3,3.9,Good,239
Jarryds,Cape Town,230,Rand(R),3,4.8,Excellent,319
Upali's,Colombo,2500,Sri Lankan Rupee(LKR),3,4,Very Good,114
Locavore,Pasig City,1100,Botswana Pula(P),3,4.8,Excellent,532
Bodensee,Gainesville,40,Dollar($),3,3.8,Good,114
Dovetail,Macon,40,Dollar($),3,3.8,Good,102
Artistry,Singapore,50,Dollar($),3,3.8,Good,28
Meritage,Columbus,40,Dollar($),3,4.1,Very Good,302
Brick 29,Boise,40,Dollar($),3,4.4,Very Good,487
The Farm,Dubai,280,Emirati Diram(AED),3,3.9,Good,927
Parker's,Dubai,170,Emirati Diram(AED),3,4.3,Very Good,386
Hang Out,New Delhi,1000,Indian Rupee,3,0,Not rated,3
Nirula's,New Delhi,1100,Indian Rupee,3,2.5,Average,98
Nirula's,Noida,1100,Indian Rupee,3,2.5,Average,221
Alpha 63,New Delhi,1500,Indian Rupee,3,2.7,Average,9
Go Kylin,New Delhi,1500,Indian Rupee,3,2.8,Average,9
Italiano,Gurgaon,1500,Indian Rupee,3,3,Average,49
Castle 9,New Delhi,1350,Indian Rupee,3,3.1,Average,1099
The Zest,New Delhi,1100,Indian Rupee,3,3.2,Average,11
Victoria,New Delhi,1200,Indian Rupee,3,3.2,Average,20
The Fizz,Noida,1400,Indian Rupee,3,3.2,Average,80
